category,main_category,goal,outcome,backers,country
Film & Video,Film & Video,10000,failed,2,US
Journalism,Journalism,3000,failed,12,US
Comic Books,Comics,2500,failed,11,US
Interactive Design,Design,15000,canceled,11,US
Space Exploration,Technology,6000,successful,292,US
Theater,Theater,1500,successful,32,US
Children's Books,Publishing,4000,failed,10,US
Publishing,Publishing,5000,failed,2,US
Film & Video,Film & Video,700,failed,0,GB
Graphic Design,Design,1475,failed,9,US
Narrative Film,Film & Video,12000,canceled,2,US
Comic Books,Comics,4800,failed,27,CA
Technology,Technology,500,canceled,1,US
Children's Books,Publishing,6000,successful,329,US
Metal,Music,1500,failed,2,US
Food Trucks,Food,3000,failed,3,US
Television,Film & Video,25000,failed,1,US
Film & Video,Film & Video,15000,failed,4,US
Mobile Games,Games,10000,failed,0,US
Accessories,Fashion,12800,failed,0,US
Farmer's Markets,Food,2000,failed,2,US
Publishing,Publishing,200000,failed,0,US
Dance,Dance,4000,successful,64,US
Drama,Film & Video,5000,failed,0,US
Product Design,Design,10000,failed,4,US
Technology,Technology,25000,canceled,3,US
Graphic Design,Design,13000,successful,184,US
Video Games,Games,15000,canceled,3,US
Woodworking,Crafts,50,successful,38,US
Public Art,Art,100000,successful,1711,US
Illustration,Art,8000,failed,11,US
Publishing,Publishing,30,failed,3,US
Sound,Technology,1800,successful,12,US
Wearables,Technology,8000,failed,1,US
Theater,Theater,3500,successful,68,US
Technology,Technology,25000,successful,439,US
Radio & Podcasts,Publishing,850,failed,1,US
Sculpture,Art,1000,successful,28,US
Apps,Technology,50000,failed,3,US
Children's Books,Publishing,1500,failed,6,US
Graphic Design,Design,4250,successful,70,US
Illustration,Art,100,successful,2,US
Video Games,Games,10000,failed,36,US
Publishing,Publishing,1700,successful,51,BE
R&B,Music,350000,failed,9,US
Plays,Theater,10000,successful,98,US
Hip-Hop,Music,5000,failed,42,US
Web,Technology,25000,failed,0,US
Food Trucks,Food,12000,successful,57,US
Art Books,Publishing,2700,successful,48,US
Fiction,Publishing,450,failed,14,US
Painting,Art,750,failed,0,US
Rock,Music,800,successful,18,US
Web,Technology,8000,failed,17,US
Documentary,Film & Video,40000,successful,458,US
Children's Books,Publishing,1500,canceled,0,US
Fashion,Fashion,2500,failed,3,US
Jazz,Music,5000,successful,30,US
Small Batch,Food,18000,successful,139,US
Food,Food,650,failed,3,US
Shorts,Film & Video,1000,successful,50,US
Games,Games,1600,successful,67,US
Fiction,Publishing,15000,canceled,3,US
Film & Video,Film & Video,6000,failed,1,US
Video,Journalism,5000,failed,0,US
Music,Music,2900,successful,66,US
Film & Video,Film & Video,1500,failed,0,GB
Comics,Comics,500,successful,58,US
Documentary,Film & Video,10000,failed,3,IT
Webseries,Film & Video,25000,successful,174,US
Publishing,Publishing,6000,failed,2,US
Technology,Technology,200000,failed,3,US
Food,Food,1000,failed,0,US
Documentary,Film & Video,6000,failed,18,GB
Theater,Theater,2000,successful,42,US
Apparel,Fashion,200,successful,6,US
Theater,Theater,500,successful,42,GB
Games,Games,560,successful,36,US
Electronic Music,Music,6000,failed,2,GB
Fashion,Fashion,600,failed,0,GB
Shorts,Film & Video,1000,successful,17,US
Pop,Music,5000,successful,87,US
Film & Video,Film & Video,10000,failed,7,US
Illustration,Art,800,failed,11,US
Music,Music,5000,failed,1,US
Performances,Dance,2000,successful,22,US
Product Design,Design,11450,successful,1133,US
World Music,Music,5000,failed,0,US
Video Games,Games,20000,failed,17,US
Plays,Theater,2500,successful,41,US
Apparel,Fashion,3000,failed,21,US
Crafts,Crafts,1500,successful,130,US
Tabletop Games,Games,7000,canceled,42,ES
Food,Food,450,successful,30,US
Web,Journalism,35000,failed,15,GB
Hip-Hop,Music,2500,failed,0,US
Plays,Theater,2100,successful,45,US
Chiptune,Music,8000,failed,1,US
Family,Film & Video,2000,failed,2,GB
Documentary,Film & Video,55000,failed,11,US
Documentary,Film & Video,5600,canceled,29,US
Apps,Technology,10000,failed,0,FR
Documentary,Film & Video,10000,successful,32,US
Music,Music,1000,successful,18,US
Product Design,Design,12800,failed,2,US
Comedy,Film & Video,5000,failed,0,US
Product Design,Design,25000,failed,3,US
Crafts,Crafts,2500,canceled,15,US
Software,Technology,500,failed,6,US
Hip-Hop,Music,1000,failed,0,US
Rock,Music,2750,failed,7,US
Animation,Film & Video,3000,failed,1,US
Shorts,Film & Video,2000,successful,16,US
Fashion,Fashion,5000,successful,164,GB
World Music,Music,2000,successful,19,CA
Action,Film & Video,3069,failed,8,US
Food,Food,10,failed,0,US
Product Design,Design,10000,failed,16,US
Theater,Theater,3000,successful,42,GB
Product Design,Design,35000,canceled,0,US
Fiction,Publishing,9500,failed,5,US
Food,Food,60000,successful,347,US
Nonfiction,Publishing,8000,failed,6,US
Hip-Hop,Music,300,successful,23,US
Food Trucks,Food,14800,failed,3,US
Festivals,Theater,300,successful,8,GB
Live Games,Games,40000,failed,10,US
Nonfiction,Publishing,4699,failed,0,US
Product Design,Design,10000,failed,83,CH
Playing Cards,Games,10000,canceled,141,US
Photography,Photography,2500,successful,34,US
Events,Comics,20000,canceled,1,US
Video,Journalism,1000,failed,1,US
Shorts,Film & Video,500,failed,2,US
Technology,Technology,10000,failed,0,AU
Apps,Technology,15000,failed,0,NL
Product Design,Design,45000,failed,48,US
World Music,Music,5000,successful,265,US
Vegan,Food,150000,failed,9,US
Rock,Music,3000,successful,55,US
Product Design,Design,75000,successful,3199,US
Product Design,Design,10000,successful,87,AU
Theater,Theater,4016,failed,0,US
Jazz,Music,16000,failed,86,US
Mixed Media,Art,1000,failed,14,US
Art,Art,350,failed,0,US
Fiction,Publishing,10000,failed,1,US
Hardware,Technology,3500,failed,8,GB
Country & Folk,Music,25000,failed,2,US
Hardware,Technology,50000,canceled,67,US
Video Games,Games,55000,failed,436,GB
Electronic Music,Music,5000,failed,1,US
Web,Technology,14000,failed,8,US
Fiction,Publishing,2000,canceled,3,US
Technology,Technology,15000,failed,12,US
Children's Books,Publishing,7500,successful,109,US
Fiction,Publishing,1500,failed,1,US
Video Games,Games,1500,failed,10,GB
Video Games,Games,20000,failed,377,CA
Narrative Film,Film & Video,5000,successful,26,US
Food,Food,12500,failed,22,US
Film & Video,Film & Video,50000,failed,12,GB
Hardware,Technology,199000,failed,212,US
Web,Technology,250000,failed,15,DE
Art,Art,15000,successful,93,US
Restaurants,Food,25000,successful,184,US
Comics,Comics,14000,failed,13,US
Poetry,Publishing,300,successful,18,US
Indie Rock,Music,1000,failed,8,US
Product Design,Design,45000,successful,639,US
Children's Books,Publishing,7300,failed,14,US
Art,Art,1000,failed,1,US
Drinks,Food,2000,failed,15,US
Nonfiction,Publishing,30000,canceled,7,US
Comics,Comics,13000,successful,254,US
Hardware,Technology,5000,successful,5754,US
Apparel,Fashion,20000,failed,9,MX
Product Design,Design,24000,canceled,0,US
Fiction,Publishing,2500,successful,64,US
Photography,Photography,10000,failed,22,US
Apps,Technology,20000,failed,2,US
Music,Music,6000,failed,6,US
Product Design,Design,12000,successful,66,US
Film & Video,Film & Video,12500,failed,0,US
Apps,Technology,20000,failed,41,US
Product Design,Design,19000,failed,2,US
Technology,Technology,14000,failed,100,US
Festivals,Theater,12954,failed,2,US
Crafts,Crafts,200,successful,25,US
Electronic Music,Music,10000,successful,72,US
Science Fiction,Film & Video,5000,successful,18,US
Comics,Comics,5000,successful,169,US
Technology,Technology,500000,failed,3,US
Animals,Photography,99,failed,2,US
Food Trucks,Food,12050,failed,22,US
Children's Books,Publishing,1150,failed,2,US
Video Games,Games,10000,failed,90,US
Country & Folk,Music,50000,canceled,169,CA
Drama,Film & Video,60000,failed,0,US
Drama,Film & Video,30000,successful,192,US
Shorts,Film & Video,3000,successful,55,US
DIY,Crafts,3000,failed,3,US
Rock,Music,8500,failed,9,GB
Comics,Comics,12000,failed,36,US
Photobooks,Photography,5000,canceled,0,US
Product Design,Design,10000,failed,4,FR
Photography,Photography,5000,canceled,0,AU
Video Games,Games,10000,canceled,36,DE
Crafts,Crafts,5550,failed,27,US
Art Books,Publishing,75000,successful,1439,US
Fashion,Fashion,500,failed,1,US
Tabletop Games,Games,10000,failed,71,US
Web,Technology,15000,failed,0,AU
Translations,Publishing,3000,successful,242,US
Mobile Games,Games,15000,failed,78,NZ
Film & Video,Film & Video,50000,failed,2,US
Fiction,Publishing,500,successful,37,US
Tabletop Games,Games,35000,successful,230,US
Wearables,Technology,15000,successful,2627,US
Photobooks,Photography,2200,failed,0,US
Tabletop Games,Games,12000,canceled,359,GB
Fiction,Publishing,5000,failed,3,DE
Faith,Music,3500,failed,29,US
Dance,Dance,1111.11,failed,2,US
Classical Music,Music,18000,successful,262,US
Comics,Comics,10000,successful,413,US
Fashion,Fashion,10000,failed,26,US
Video Games,Games,4000,failed,6,US
Festivals,Theater,2500,successful,30,GB
Art,Art,1400,failed,16,US
Music,Music,5000,successful,52,US
Art Books,Publishing,30000,successful,1951,US
Mixed Media,Art,10000,failed,2,US
Rock,Music,3000,successful,60,US
Art Books,Publishing,5000,canceled,2,US
Hardware,Technology,4000,successful,79,US
Crafts,Crafts,5000,failed,0,CA
Theater,Theater,8000,failed,2,US
Product Design,Design,1000,successful,48,US
Fiction,Publishing,2000,failed,0,US
Drinks,Food,30000,failed,37,US
Music,Music,5000,successful,90,US
Food,Food,24000,failed,112,US
Art,Art,139520,failed,1,MX
Apps,Technology,655000,failed,2,CA
Documentary,Film & Video,8500,failed,22,US
Public Art,Art,10800,successful,78,US
Science Fiction,Film & Video,380000,canceled,2,US
Illustration,Art,1,successful,11,US
Young Adult,Publishing,9000,failed,0,MX
Painting,Art,2000,failed,1,BE
Video Games,Games,30000,failed,13,US
Indie Rock,Music,2500,failed,0,US
Gadgets,Technology,10000,failed,65,US
Narrative Film,Film & Video,19100,failed,44,US
Shorts,Film & Video,19500,canceled,85,US
Theater,Theater,166,successful,10,GB
Tabletop Games,Games,8000,failed,16,US
Publishing,Publishing,2000,successful,84,US
Playing Cards,Games,15000,successful,606,US
Apps,Technology,5000,failed,0,CA
Fiction,Publishing,3000,failed,1,DE
Music,Music,25000,failed,1,US
Publishing,Publishing,6000,failed,0,US
Conceptual Art,Art,6500,failed,3,US
Restaurants,Food,34000,failed,16,US
Conceptual Art,Art,4000,failed,4,US
Sculpture,Art,480,canceled,0,NL
Narrative Film,Film & Video,4800,successful,108,US
Product Design,Design,15000,successful,332,US
Electronic Music,Music,2800,successful,31,US
Product Design,Design,20000,failed,24,US
Drama,Film & Video,40000,canceled,7,GB
Fiction,Publishing,500,successful,22,US
Accessories,Fashion,15000,failed,22,GB
Rock,Music,5000,successful,58,US
Music,Music,9000,failed,14,DE
Product Design,Design,15000,successful,1601,US
Camera Equipment,Technology,100000,successful,383,US
Shorts,Film & Video,25000,successful,116,US
Web,Journalism,10000,canceled,0,US
Web,Technology,1000000,canceled,0,US
Fashion,Fashion,3000,failed,0,US
Experimental,Film & Video,3500,successful,21,NL
Music,Music,2000,failed,3,US
Graphic Design,Design,3000,successful,50,US
Video Games,Games,150000,successful,3724,US
Design,Design,10000,failed,73,US
Technology,Technology,10000,failed,7,GB
Webseries,Film & Video,3000,failed,1,US
Music,Music,3000,failed,9,US
Tabletop Games,Games,250,successful,45,US
Faith,Music,5000,failed,1,US
Anthologies,Comics,1800,successful,173,GB
Webseries,Film & Video,750,failed,2,GB
Video Games,Games,16000,failed,386,AU
Fashion,Fashion,10000,failed,5,US
Fiction,Publishing,2500,failed,2,US
Ready-to-wear,Fashion,3000,canceled,6,GB
Periodicals,Publishing,65000,failed,1,US
Fiction,Publishing,15000,failed,1,US
Young Adult,Publishing,2500,failed,0,US
Apparel,Fashion,3500,failed,0,US
Food,Food,7500,successful,155,US
Theater,Theater,400,successful,30,US
Music,Music,336,successful,9,US
Illustration,Art,6800,failed,32,US
Film & Video,Film & Video,750,failed,4,US
Fiction,Publishing,800,canceled,4,US
Shorts,Film & Video,2500,failed,43,US
Music,Music,10000,canceled,0,US
Illustration,Art,6000,failed,0,SE
Kids,Music,4800,successful,53,US
Printing,Crafts,42000,failed,30,DK
Drinks,Food,3500,successful,107,US
Television,Film & Video,600,failed,2,US
Thrillers,Film & Video,4000,failed,11,US
Theater,Theater,330,failed,1,GB
Video Games,Games,7000,successful,166,US
Webseries,Film & Video,1600,failed,0,US
Music,Music,2000,successful,58,US
Tabletop Games,Games,25000,canceled,172,US
Software,Technology,33550,failed,1,ES
Documentary,Film & Video,650000,failed,3,US
Design,Design,9500,canceled,13,US
Experimental,Film & Video,22,successful,21,US
Technology,Technology,30000,failed,6,US
Accessories,Fashion,2450,failed,3,US
Small Batch,Food,10000,successful,212,US
Photography,Photography,12500,successful,293,US
Horror,Film & Video,1000,successful,13,US
Documentary,Film & Video,8000,failed,0,US
Footwear,Fashion,300,successful,13,GB
Fashion,Fashion,50000,failed,0,HK
Food,Food,3000,failed,14,US
Children's Books,Publishing,2400,failed,2,US
Publishing,Publishing,1500,failed,4,US
Music,Music,20000,failed,6,GB
Animation,Film & Video,20000,failed,3,US
Technology,Technology,50000,successful,866,US
Restaurants,Food,200000,canceled,36,US
Country & Folk,Music,4000,failed,2,US
Horror,Film & Video,5000,failed,21,US
Food,Food,25000,failed,31,US
Art Books,Publishing,30000,failed,10,US
Graphic Novels,Comics,30000,failed,26,US
Sculpture,Art,4000,failed,1,US
Experimental,Film & Video,3500,successful,46,US
Fiction,Publishing,10000,failed,12,CA
Pop,Music,3500,failed,4,US
Rock,Music,3000,successful,46,US
Product Design,Design,5000,successful,130,US
Comics,Comics,1111,failed,13,US
Shorts,Film & Video,8000,successful,106,US
Fashion,Fashion,5000,successful,65,GB
Film & Video,Film & Video,3500,successful,19,US
Small Batch,Food,5000,failed,8,US
Jewelry,Fashion,4500,failed,10,US
Periodicals,Publishing,25000,canceled,1,CA
Apparel,Fashion,5000,failed,0,US
Fiction,Publishing,6000,failed,1,US
Comedy,Film & Video,50000,failed,0,GB
Technology,Technology,120000,failed,0,GB
Webseries,Film & Video,750,failed,0,GB
Apparel,Fashion,2000,failed,1,US
Nonfiction,Publishing,100000,failed,2,AU
Restaurants,Food,120000,failed,16,US
Small Batch,Food,8000,failed,2,US
Publishing,Publishing,10000,failed,5,US
Comics,Comics,5000,successful,130,US
Photobooks,Photography,199,successful,10,US
Mixed Media,Art,3000,canceled,0,US
Illustration,Art,600,successful,20,US
Video,Journalism,200,failed,0,GB
Software,Technology,100000,failed,5,US
Rock,Music,39000,failed,0,US
Crochet,Crafts,1000,failed,5,GB
Children's Books,Publishing,1500,successful,71,US
Movie Theaters,Film & Video,400,successful,35,US
Indie Rock,Music,2000,successful,136,US
Shorts,Film & Video,11500,canceled,9,US
Film & Video,Film & Video,80000,failed,0,US
Television,Film & Video,14200,successful,297,US
Apparel,Fashion,9000,successful,139,CA
Web,Technology,30000,failed,0,US
Art,Art,500,failed,2,GB
Country & Folk,Music,1200,successful,33,US
Restaurants,Food,40000,failed,1,IE
Apparel,Fashion,2000,successful,24,GB
Video,Journalism,25000,failed,2,US
Fiction,Publishing,3000,successful,94,US
Illustration,Art,4000,successful,210,US
Publishing,Publishing,12000,successful,349,GB
Wearables,Technology,10000,successful,311,AU
Drama,Film & Video,15000,successful,129,US
Dance,Dance,8000,successful,70,US
Webseries,Film & Video,2500,successful,30,US
Apparel,Fashion,12000,failed,11,US
Indie Rock,Music,1000,failed,0,US
Cookbooks,Food,5000,canceled,1,CA
Video Games,Games,30000,failed,13,US
Film & Video,Film & Video,11000,failed,17,US
Architecture,Design,4800,failed,0,US
Painting,Art,1000,successful,22,US
Country & Folk,Music,5000,successful,57,US
Children's Books,Publishing,2000,failed,1,US
Video Games,Games,5000,failed,13,US
Public Art,Art,300,successful,20,US
Food,Food,5000,successful,88,US
Documentary,Film & Video,50000,successful,392,US
Documentary,Film & Video,1200,successful,82,US
Fine Art,Photography,2300,failed,0,US
Tabletop Games,Games,7500,successful,137,US
Shorts,Film & Video,1300,failed,0,US
Young Adult,Publishing,3000,failed,0,US
Mixed Media,Art,2000000,canceled,2,US
Software,Technology,5000,failed,0,US
Comedy,Film & Video,50000,successful,605,US
Gadgets,Technology,3800,canceled,5,CA
Accessories,Fashion,8750,failed,18,US
Shorts,Film & Video,5000,failed,2,US
Performances,Dance,600,successful,7,US
Product Design,Design,15000,failed,9,US
Photography,Photography,350,failed,9,US
Crafts,Crafts,3500,failed,1,US
Drinks,Food,250,failed,1,US
Food,Food,100000,failed,0,US
Apparel,Fashion,6000,successful,98,US
Music,Music,12000,failed,1,US
Apps,Technology,12450,canceled,0,US
Hip-Hop,Music,5000,failed,0,US
Food,Food,6000,successful,317,US
Technology,Technology,100000,failed,2,US
Product Design,Design,10694,canceled,244,US
Food,Food,27550,failed,17,US
Shorts,Film & Video,1000,failed,0,US
Documentary,Film & Video,14000,successful,228,US
Webseries,Film & Video,10000,failed,15,US
Publishing,Publishing,6000,successful,208,GB
Product Design,Design,2000,canceled,100,US
Theater,Theater,6000,successful,91,US
Crafts,Crafts,300000,failed,1,SE
Public Art,Art,5200,successful,87,US
Apps,Technology,1000000,canceled,103,SE
Punk,Music,1000,successful,21,US
Tabletop Games,Games,300,successful,258,IT
Documentary,Film & Video,19000,successful,101,US
Pop,Music,20000,failed,3,MX
Design,Design,8900,failed,5,US
Nonfiction,Publishing,2500,canceled,0,CA
Graphic Novels,Comics,2000,successful,161,US
Tabletop Games,Games,60000,failed,4,US
Apparel,Fashion,1500,successful,27,US
Design,Design,500,successful,231,US
Narrative Film,Film & Video,25000,successful,104,US
Tabletop Games,Games,40000,failed,24,US
Conceptual Art,Art,3000,successful,59,US
Webseries,Film & Video,30000,canceled,0,US
Tabletop Games,Games,560,successful,56,US
