customerid,tenure,phoneservice,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1409-PHXTF,54,Yes,Fiber optic,Two year,Yes,Electronic check,110.45,6077.75,False
4560-WQAQW,59,Yes,DSL,One year,No,Bank transfer (automatic),68.70,4070.95,False
9591-YVTEB,55,No,DSL,Month-to-month,Yes,Electronic check,44.85,2479.05,False
9309-BZGNT,69,No,DSL,One year,Yes,Credit card (automatic),29.80,2134.30,False
4274-DRSQT,66,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),88.90,6000.10,False
2027-DNKIV,37,Yes,DSL,One year,Yes,Mailed check,58.75,2203.10,False
8075-GXIUB,9,Yes,No,One year,No,Credit card (automatic),19.85,183.15,False
2885-HIJDH,69,Yes,DSL,Two year,No,Bank transfer (automatic),86.90,6194.10,False
5424-RLQLC,10,Yes,DSL,Month-to-month,Yes,Mailed check,59.65,638.95,False
6682-QJDGB,40,Yes,DSL,Month-to-month,Yes,Mailed check,55.25,2139.20,True
6507-DTJZV,13,Yes,DSL,Month-to-month,No,Credit card (automatic),66.40,831.75,False
8780-IXSTS,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.10,521.30,True
7673-BQGKU,69,Yes,No,Two year,No,Bank transfer (automatic),20.15,1337.50,False
6723-WSNTY,66,Yes,Fiber optic,One year,Yes,Credit card (automatic),108.10,7181.95,False
9530-EHPOH,11,Yes,DSL,Month-to-month,No,Electronic check,53.75,608.00,True
2725-IWWBA,46,Yes,DSL,One year,No,Mailed check,56.90,2560.10,False
0345-HKJVM,6,Yes,Fiber optic,Month-to-month,No,Electronic check,89.30,577.60,True
1061-PNTHC,56,Yes,Fiber optic,Month-to-month,Yes,Mailed check,109.60,5953.00,False
0394-YONDK,70,Yes,No,Two year,No,Credit card (automatic),25.15,1790.15,False
6574-MCOEH,33,Yes,DSL,One year,Yes,Electronic check,79.15,2531.40,False
7399-QHBJS,72,Yes,DSL,Two year,No,Credit card (automatic),66.75,4760.30,False
3049-SOLAY,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.20,292.85,True
0997-YTLNY,19,Yes,DSL,Month-to-month,No,Mailed check,48.80,953.65,False
3317-HRTNN,5,No,DSL,Month-to-month,No,Electronic check,45.70,198.00,True
9479-HYNYL,71,Yes,DSL,Two year,Yes,Credit card (automatic),80.70,5705.05,False
3235-ETOOB,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.50,609.90,True
9708-KFDBY,1,Yes,No,Month-to-month,No,Credit card (automatic),20.55,20.55,False
8058-INTPH,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.65,79.65,True
3642-GKTCT,61,Yes,Fiber optic,One year,Yes,Mailed check,115.10,6993.65,False
0774-RMNUW,71,No,DSL,Two year,No,Bank transfer (automatic),59.70,4122.65,False
1334-PDUKM,68,Yes,Fiber optic,One year,No,Credit card (automatic),86.45,5762.95,False
0756-MPZRL,46,No,DSL,One year,No,Credit card (automatic),33.70,1537.85,False
2242-MFOTG,33,Yes,Fiber optic,One year,No,Bank transfer (automatic),80.10,2603.30,False
2927-CVULT,53,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.05,5566.40,False
2144-BFDSO,50,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),108.75,5431.90,False
8745-PVESG,57,No,DSL,One year,Yes,Credit card (automatic),41.10,2258.25,False
7647-GYYKX,54,Yes,No,Two year,Yes,Bank transfer (automatic),20.35,1092.35,False
5647-FXOTP,60,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.90,6401.25,False
5569-OUICF,28,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),101.30,2812.20,True
8821-XNHVZ,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.05,80.05,True
2082-OJVTK,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.20,2698.35,True
9700-ISPUP,10,Yes,DSL,Month-to-month,Yes,Electronic check,65.50,616.90,False
9839-ETQOE,43,No,DSL,Month-to-month,Yes,Electronic check,40.45,1912.85,False
6078-VESFR,13,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.45,849.10,False
9027-TMATR,43,Yes,DSL,Two year,Yes,Electronic check,78.80,3460.30,False
5940-NFXKV,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.65,1465.75,True
1941-HOSAM,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.10,90.10,False
9110-HSGTV,69,Yes,DSL,Two year,Yes,Credit card (automatic),82.45,5555.30,False
0704-VCUMB,61,Yes,No,Two year,No,Credit card (automatic),20.25,1278.80,False
6171-ZTVYB,43,Yes,DSL,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,False
8053-WWDRO,6,Yes,No,Month-to-month,No,Bank transfer (automatic),19.50,146.30,True
9564-KCLHR,1,Yes,DSL,Month-to-month,No,Mailed check,51.25,51.25,True
1935-IMVBB,56,Yes,Fiber optic,Month-to-month,No,Mailed check,89.70,4952.95,False
2535-PBCGC,70,No,DSL,Two year,No,Bank transfer (automatic),64.55,4504.90,False
2082-CEFLT,1,Yes,DSL,Month-to-month,Yes,Electronic check,45.60,45.60,True
1470-PSXNM,49,Yes,Fiber optic,One year,Yes,Electronic check,93.65,4520.15,False
1213-NGCUN,6,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,True
2498-XLDZR,32,Yes,DSL,Two year,No,Mailed check,73.60,2316.85,False
9866-OCCKE,72,Yes,Fiber optic,Two year,Yes,Mailed check,109.75,8075.35,False
5338-YHWYT,37,Yes,DSL,Two year,No,Credit card (automatic),61.45,2302.35,False
7718-UPSKJ,69,Yes,Fiber optic,One year,Yes,Credit card (automatic),106.40,7251.90,False
8731-WBBMB,26,Yes,DSL,Month-to-month,No,Bank transfer (automatic),81.90,2078.55,False
1448-CYWKC,58,Yes,Fiber optic,One year,Yes,Credit card (automatic),105.20,6225.40,False
7901-IIDQV,24,Yes,DSL,One year,No,Bank transfer (automatic),54.60,1242.25,False
2690-DVRVK,5,Yes,No,One year,No,Electronic check,20.55,99.45,False
5688-KZTSN,15,Yes,No,Month-to-month,Yes,Electronic check,20.00,288.05,True
1270-XKUCC,30,Yes,No,Two year,No,Mailed check,19.70,599.25,False
0334-ZFJSR,55,Yes,DSL,One year,Yes,Credit card (automatic),66.05,3462.10,False
2894-QOJRX,25,No,DSL,Month-to-month,Yes,Bank transfer (automatic),34.00,853.00,True
5747-PMBSQ,10,Yes,Fiber optic,Month-to-month,Yes,Mailed check,92.50,934.10,True
5583-EJXRD,44,No,DSL,Two year,Yes,Credit card (automatic),54.05,2375.20,False
4565-EVZMJ,47,Yes,DSL,One year,Yes,Mailed check,58.90,2813.05,False
3143-JQEGI,13,Yes,Fiber optic,Month-to-month,No,Electronic check,88.35,1222.80,True
6386-SZZKH,49,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),107.95,5293.20,True
3327-YBAKM,64,Yes,Fiber optic,One year,Yes,Mailed check,96.90,6314.35,False
9441-QHEVC,1,Yes,No,Month-to-month,No,Mailed check,19.10,19.10,False
6705-LNMDD,20,Yes,DSL,Month-to-month,No,Mailed check,50.00,1003.05,False
2580-ASVVY,37,No,DSL,Two year,No,Electronic check,45.40,1593.10,False
3370-GQEAL,30,Yes,Fiber optic,Month-to-month,No,Electronic check,85.45,2509.95,False
5032-USPKF,38,Yes,DSL,One year,No,Bank transfer (automatic),84.10,3187.65,False
2982-IHMFT,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.45,74.45,True
3521-SYVOR,37,Yes,DSL,Month-to-month,Yes,Electronic check,64.75,2345.20,True
4254-QPEDE,52,No,DSL,Two year,No,Credit card (automatic),66.25,3330.10,False
6283-GITPX,71,Yes,DSL,Two year,Yes,Credit card (automatic),76.90,5522.70,False
9526-JAWYF,26,Yes,Fiber optic,Month-to-month,No,Electronic check,89.80,2335.30,True
0771-CHWSK,66,Yes,DSL,Two year,Yes,Credit card (automatic),74.60,4798.40,False
9788-HNGUT,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),116.95,8594.40,False
9495-REDIY,25,No,DSL,One year,Yes,Credit card (automatic),40.65,970.55,False
5375-XLDOF,69,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.35,7665.80,False
1172-VIYBP,53,Yes,DSL,Two year,No,Bank transfer (automatic),69.70,3686.05,False
5649-VUKMC,12,Yes,Fiber optic,One year,No,Mailed check,95.50,1115.15,True
6559-PDZLR,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.65,2537.00,False
8992-OBVDG,21,Yes,DSL,Month-to-month,No,Mailed check,61.65,1393.60,False
4273-MBHYA,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.35,89.35,False
4724-WXVWF,48,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.40,4445.30,False
5701-GUXDC,26,No,DSL,One year,No,Credit card (automatic),35.40,978.60,False
1460-UZPRJ,60,Yes,No,Two year,No,Mailed check,19.95,1258.15,False
6082-GLJIX,18,Yes,No,Month-to-month,No,Mailed check,19.25,331.35,False
5143-EGQFK,10,No,DSL,Month-to-month,Yes,Electronic check,29.65,291.40,True
4919-IKATY,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.50,453.75,True
2495-TTHBQ,4,Yes,No,One year,Yes,Mailed check,20.40,84.75,False
0485-ZBSLN,65,Yes,No,Two year,No,Credit card (automatic),24.75,1715.10,False
3810-PJUHR,70,Yes,No,Two year,No,Mailed check,25.35,1715.15,False
9050-QLROH,18,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.70,1597.25,True
0847-HGRML,62,Yes,No,Two year,No,Bank transfer (automatic),20.00,1250.10,False
8232-CTLKO,66,Yes,DSL,Two year,Yes,Electronic check,59.75,3996.80,False
9227-YBAXE,65,Yes,DSL,Two year,Yes,Bank transfer (automatic),82.50,5215.10,False
6168-WFVVF,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.30,235.50,True
9860-LISIZ,34,Yes,No,Month-to-month,No,Mailed check,20.35,673.20,False
0112-QAWRZ,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.80,1442.20,False
0877-SDMBN,54,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),103.95,5639.05,True
2786-GCDPI,50,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.95,5222.35,False
4043-MKDTV,71,Yes,Fiber optic,Two year,Yes,Electronic check,105.25,7291.75,False
8065-YKXKD,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.75,799.65,True
9637-EIHEQ,1,Yes,DSL,Month-to-month,Yes,Electronic check,50.80,50.80,True
9229-RQABD,18,Yes,No,One year,No,Mailed check,23.75,424.50,False
8313-KTIHG,4,Yes,DSL,Month-to-month,Yes,Electronic check,61.30,249.40,False
5320-BRKGK,58,Yes,DSL,Two year,No,Mailed check,75.80,4415.75,False
6284-KMNUF,56,Yes,Fiber optic,One year,Yes,Electronic check,98.00,5270.60,False
9689-PTNPG,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.25,144.55,True
9465-RWMXL,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.90,2447.95,True
6229-UOLQL,56,No,DSL,One year,Yes,Mailed check,52.00,2884.90,False
2362-IBOOY,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.75,3050.15,True
3137-LUPIX,4,Yes,DSL,Month-to-month,Yes,Mailed check,64.40,253.00,False
0843-WTBXE,53,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,True
6143-JQKEA,10,Yes,DSL,Month-to-month,Yes,Credit card (automatic),45.80,436.20,False
8676-OOQEJ,4,No,DSL,Month-to-month,No,Electronic check,30.50,118.40,False
5515-IDEJJ,1,Yes,No,Month-to-month,No,Mailed check,19.90,19.90,True
9701-CDXHR,51,Yes,Fiber optic,Month-to-month,No,Mailed check,69.15,3649.60,False
7450-NWRTR,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.45,1200.15,True
8124-NZVGJ,6,No,DSL,One year,Yes,Mailed check,49.25,255.60,False
2162-FRZAA,63,No,DSL,Two year,No,Bank transfer (automatic),39.35,2395.05,False
5376-DEQCP,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.60,70.60,True
5118-MUEYH,48,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),105.10,5083.55,False
9095-HFAFX,5,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),81.00,389.60,True
5627-TVBPP,35,Yes,No,One year,Yes,Credit card (automatic),20.10,644.50,False
2379-ENZGV,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.85,523.50,True
3936-QQFLL,2,Yes,No,Month-to-month,No,Mailed check,19.75,39.30,False
2589-AYCRP,50,Yes,No,One year,No,Bank transfer (automatic),19.75,989.05,False
4067-HLYQI,33,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.40,2406.10,False
5124-EOGYE,31,Yes,No,Two year,No,Mailed check,20.45,638.55,False
5057-RKGLH,9,Yes,No,Two year,No,Mailed check,20.35,191.10,False
0292-WEGCH,54,Yes,DSL,Month-to-month,Yes,Electronic check,86.20,4524.05,False
8910-ICHIU,46,Yes,Fiber optic,One year,Yes,Credit card (automatic),95.65,4664.20,False
4097-YODCF,34,Yes,Fiber optic,One year,Yes,Electronic check,103.80,3470.80,False
9715-WZCLW,71,Yes,Fiber optic,Two year,Yes,Electronic check,97.20,6910.30,False
9786-YWNHU,63,Yes,DSL,Two year,No,Mailed check,63.55,4014.20,False
6407-GSJNL,51,Yes,No,Two year,No,Bank transfer (automatic),24.95,1288.00,False
6005-OBZPH,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.15,2277.65,True
4049-ZPALD,64,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),99.00,6375.80,False
7932-WPTDS,1,No,DSL,Month-to-month,Yes,Electronic check,24.80,24.80,True
3733-UOCWF,61,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),85.55,5251.75,False
6833-JMZYP,15,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.00,1505.45,False
2722-VOJQL,64,Yes,Fiber optic,One year,Yes,Credit card (automatic),105.65,6903.10,True
1310-QRITU,18,Yes,DSL,Month-to-month,Yes,Electronic check,50.30,913.30,False
8961-QDZZJ,57,Yes,Fiber optic,One year,Yes,Electronic check,95.00,5535.80,False
9715-SBVSU,14,Yes,DSL,Two year,Yes,Bank transfer (automatic),61.40,815.55,False
8490-BXHEO,18,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,False
7173-TETGO,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),78.50,5602.25,False
7929-SKFGK,70,Yes,Fiber optic,Two year,No,Credit card (automatic),114.30,8244.30,False
2300-RQGOI,38,Yes,No,Two year,No,Mailed check,20.05,741.50,False
3563-SVYLG,68,Yes,DSL,Two year,No,Credit card (automatic),62.65,4375.80,False
5228-EXCET,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.85,1008.70,True
6435-VWCCY,65,Yes,Fiber optic,Two year,Yes,Credit card (automatic),92.70,5968.40,False
4998-IKFSE,30,Yes,Fiber optic,Month-to-month,No,Electronic check,100.45,3096.90,False
8630-QSGXK,51,Yes,DSL,Two year,Yes,Bank transfer (automatic),75.20,3901.25,False
2455-USLMV,31,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),84.75,2613.40,False
7394-FKDNK,9,Yes,Fiber optic,Month-to-month,No,Electronic check,89.45,853.10,True
9488-FVZCC,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),79.50,5661.70,False
6331-LWDTQ,10,Yes,DSL,Month-to-month,Yes,Credit card (automatic),72.15,794.25,True
5995-WWKKG,37,Yes,No,One year,Yes,Electronic check,19.80,695.05,False
1597-FZREH,2,Yes,DSL,Month-to-month,No,Electronic check,76.40,160.80,True
7879-CGSFV,55,Yes,Fiber optic,One year,Yes,Mailed check,100.90,5552.05,False
9921-EZKBY,33,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.30,3275.15,False
7432-FFVAR,46,Yes,Fiber optic,One year,No,Bank transfer (automatic),90.95,4236.60,False
7246-ZGQDF,1,Yes,DSL,Month-to-month,No,Electronic check,54.50,54.50,False
7000-WCEVQ,20,Yes,DSL,Month-to-month,Yes,Mailed check,61.60,1174.35,True
0727-IWKVK,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.90,741.70,True
5959-BELXA,32,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,True
4456-RHSNB,19,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.60,962.90,False
3512-IZIKN,70,Yes,DSL,Two year,No,Credit card (automatic),65.30,4759.75,True
2481-SBOYW,61,Yes,No,Two year,Yes,Credit card (automatic),25.00,1498.35,False
7109-MFBYV,26,Yes,DSL,Month-to-month,No,Electronic check,45.45,1233.15,False
1833-TCXKK,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.80,False
1832-PEUTS,62,Yes,Fiber optic,Two year,Yes,Credit card (automatic),89.10,5411.65,False
6141-OOXUQ,1,Yes,No,Month-to-month,No,Mailed check,19.65,19.65,True
8660-BUETV,3,Yes,DSL,Month-to-month,No,Mailed check,44.75,148.05,False
0580-PIQHM,41,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),101.60,3930.55,False
5696-CEIQJ,67,Yes,Fiber optic,Two year,No,Bank transfer (automatic),103.15,6895.50,False
7503-ZGUZJ,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.65,84.65,True
1696-HXOWK,71,Yes,Fiber optic,One year,No,Mailed check,95.65,6856.95,False
3026-ATZYV,37,Yes,DSL,One year,No,Bank transfer (automatic),75.10,2658.80,False
4012-YCFAI,60,Yes,DSL,Two year,Yes,Mailed check,61.35,3766.20,False
2506-TNFCO,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.55,69.55,True
9970-QBCDA,6,Yes,No,Month-to-month,No,Credit card (automatic),19.70,129.55,False
8718-PTMEZ,13,No,DSL,Month-to-month,Yes,Electronic check,31.05,347.25,True
9496-IVVRP,11,Yes,DSL,Month-to-month,No,Bank transfer (automatic),51.00,581.70,False
2207-OBZNX,7,Yes,DSL,Month-to-month,Yes,Mailed check,51.00,354.05,True
2657-VPXTA,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.85,929.45,False
6551-VLJMV,34,Yes,No,Two year,No,Credit card (automatic),20.05,679.00,False
1221-GHZEP,62,Yes,DSL,Two year,Yes,Mailed check,65.10,3846.75,False
9289-LBQVU,64,Yes,DSL,One year,Yes,Mailed check,70.15,4480.70,False
6142-VSJQO,1,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,True
3458-IDMFK,25,Yes,No,Two year,Yes,Mailed check,20.75,499.40,False
6933-FHBZC,26,Yes,DSL,One year,Yes,Mailed check,56.05,1553.20,False
0221-NAUXK,10,Yes,No,One year,Yes,Bank transfer (automatic),19.95,219.50,False
9770-KXGQU,53,Yes,Fiber optic,One year,No,Mailed check,98.60,5311.85,False
6437-UKHMV,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.70,586.05,True
6538-POCHL,33,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),79.00,2576.80,False
6726-NNFWD,71,Yes,Fiber optic,Two year,No,Credit card (automatic),89.45,6435.25,False
3002-WQZWT,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.20,1993.25,False
4277-UDIEF,24,Yes,DSL,Month-to-month,No,Bank transfer (automatic),81.00,1923.85,False
1208-NBVFH,20,Yes,DSL,Month-to-month,Yes,Electronic check,49.60,939.80,False
4912-PIGUY,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.60,84.60,False
1114-CENIM,54,Yes,DSL,Month-to-month,Yes,Credit card (automatic),55.00,3092.65,True
6060-DRTNL,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.85,415.55,True
2725-TTRIQ,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),84.20,5986.55,False
3374-TTZTK,52,Yes,Fiber optic,Two year,Yes,Electronic check,106.30,5487.00,False
8990-ZXLSU,9,Yes,Fiber optic,Month-to-month,No,Electronic check,69.05,651.50,False
2275-RBYQS,1,Yes,DSL,Month-to-month,Yes,Mailed check,45.40,45.40,False
8473-VUVJN,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.65,73.65,True
6289-CPNLD,33,Yes,DSL,One year,Yes,Mailed check,73.90,2405.05,True
5536-SLHPM,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.75,4458.15,True
4419-UJMUS,69,Yes,Fiber optic,Two year,Yes,Electronic check,99.35,6856.45,False
7794-JASDG,1,Yes,DSL,Month-to-month,Yes,Mailed check,50.75,50.75,False
7609-YBPXG,54,Yes,DSL,Two year,No,Bank transfer (automatic),87.10,4735.20,False
5519-TEEUH,33,Yes,No,One year,Yes,Mailed check,20.15,682.15,False
7856-GANIL,45,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),98.70,4525.80,False
0804-XBFBV,11,No,DSL,Month-to-month,No,Electronic check,25.20,321.05,False
2676-OXPPQ,6,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),55.70,335.65,False
3703-TTEPD,21,Yes,DSL,Month-to-month,No,Bank transfer (automatic),65.35,1424.40,False
2799-TSLAG,65,Yes,No,Two year,Yes,Bank transfer (automatic),25.30,1748.55,False
0196-VULGZ,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.35,474.90,True
8837-VVWLQ,8,Yes,Fiber optic,Month-to-month,No,Electronic check,84.95,668.40,True
2696-NARTR,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.85,926.25,True
2208-NKVVH,43,Yes,No,Two year,No,Mailed check,24.25,1077.95,False
7614-QVWQL,49,No,DSL,One year,Yes,Bank transfer (automatic),51.80,2541.25,True
1976-CFOCS,1,Yes,DSL,Month-to-month,No,Electronic check,46.00,46.00,True
4631-OACRM,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.40,1156.10,True
7139-JZFVG,60,Yes,DSL,Two year,No,Bank transfer (automatic),60.50,3694.45,False
4987-GQWPO,17,No,DSL,Month-to-month,No,Credit card (automatic),25.10,382.80,False
3755-JBMNH,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),71.80,1167.80,True
1757-TCATG,35,Yes,No,One year,No,Bank transfer (automatic),20.05,746.75,False
6345-ULYRW,44,Yes,Fiber optic,One year,No,Mailed check,88.40,3912.90,True
4776-XSKYQ,12,No,DSL,One year,No,Credit card (automatic),30.25,368.85,False
8048-DSDFQ,1,Yes,No,Month-to-month,No,Mailed check,20.20,20.20,False
5753-QQWPW,28,Yes,DSL,One year,Yes,Electronic check,59.90,1654.70,False
6010-DDPPW,70,Yes,No,Two year,No,Bank transfer (automatic),25.15,1940.85,False
1809-DMJHQ,5,Yes,DSL,Month-to-month,No,Mailed check,46.00,221.70,True
6693-FRIRW,18,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),101.30,1794.65,False
6586-MYGKD,70,Yes,DSL,Two year,Yes,Credit card (automatic),76.95,5289.80,False
3173-NVMPX,9,Yes,DSL,Month-to-month,Yes,Mailed check,55.30,501.20,False
0248-PGHBZ,67,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),92.45,6140.85,False
0623-GDISB,1,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,False
2892-GESUL,18,Yes,No,Two year,No,Mailed check,19.35,309.25,False
6923-EFPNL,4,Yes,DSL,Month-to-month,No,Credit card (automatic),51.75,201.10,True
7472-EQOAV,71,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),86.70,6179.35,False
9574-RKJIF,30,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.40,2838.70,True
2043-WVTQJ,1,Yes,DSL,Month-to-month,No,Mailed check,55.70,55.70,False
8034-RYTVV,55,Yes,Fiber optic,One year,Yes,Credit card (automatic),84.25,4589.85,False
3863-QSTYI,59,Yes,DSL,Month-to-month,Yes,Electronic check,64.65,3735.45,False
2619-WFQWU,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.15,70.15,True
5044-LRQAQ,7,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.20,477.55,False
1716-LSAMB,45,Yes,DSL,Two year,No,Bank transfer (automatic),54.65,2553.70,False
1333-PBMXB,54,Yes,No,One year,Yes,Bank transfer (automatic),24.75,1342.15,False
6546-OPBBH,51,Yes,No,One year,Yes,Mailed check,23.95,1216.35,False
